Project Name,Number of Packages,Number of APIs,Time Taken (seconds)
5907109_phase1,9,12,19.85
5911624_phase1,4,9,8.75
592040_phase1,7,10,8.83
5924965_phase1,18,28,32.73
593c950ba1a3b9dd08d5_phase1,3,15,8.23
594015_phase1,3,4,6.04
5951030_phase1,2,3,5.27
5953776_phase1,4,9,8.89
5969656_phase1,2,6,5.48
5973156_phase1,4,6,9.35
5981683_phase1,4,9,8.98
5984815_phase1,2,16,7.53
5996074_phase1,2,3,6.02
5998853_phase1,3,5,5.58
59cf3e5b6d96bf67bca34530e522be08_phase1,6,7,13.97
59f9d4f5fd8196c849a892a56ba90baf_phase1,3,28,6.8
5a073b72c94de357d453_phase1,6,11,13.67
5a1aaa2effe3825368db4c1925924bba_phase1,2,6,5.76
5a4c39e4c02502a8451d_phase1,2,5,6.79
5a51bc0ded46b230c5322a234cf8eabf_phase1,2,9,7.62
5a534f9deb80775f0f497a4133a79d7b_phase1,2,5,6.91
5a5c3a6ad327f303cb915198aec8a90d_phase1,4,6,9.41
5a9f5f02c53b3fa648c5704e34b1db8a_phase1,3,4,6.81
5aec669ea8a8c920c0960fa05895687f_phase1,2,10,6.19
5af7cd0e934f5465b695_phase1,3,1,7.67
5b17c9f37f351780744aefc74f93d3ae_phase1,3,13,9.88
5b4c5ffdcdb5a13e0267_phase1,7,3,2.96
5b581d774fc8500325f7_phase1,4,6,12.86
5b62847bf934785119ffb16be636e073_phase1,4,3,11.02
5b769cd2a86bb1270188ffa423941d5f_phase1,3,9,8.03
5b9bd428079959558ba8_phase1,4,13,13.11
5baaf1d206cf5e81436d_phase1,2,5,5.29
5bcffaac23236a78ea14_phase1,2,3,7.13
5bfad28ceb3a484dfd2a_phase1,7,15,6.35
5c422d709c93615341a21009f800222e_phase1,5,14,14.4
5c4fd516ad174c7f443fcad9090a2d1f_phase1,6,10,13.86
5c973ec1b5ab2e387646_phase1,2,6,7.41
5ce8bb1f4c55d17b5b25_phase1,2,7,6.56
5cf3163e0d77275870bf_phase1,3,3,7.38
5d7c8763d1345eedee4408e2392bc5e0_phase1,4,4,12.51
5dcd725d464858e9082f_phase1,5,7,13.0
5df669df7b29806ca541_phase1,3,7,8.52
5e96a65ee11698a26403_phase1,3,13,6.7
5e9a7c0d46cfdfe00104_phase1,7,10,16.78
5eaed8a5c299e5282d066a1fbc03152c_phase1,4,6,12.97
5eda4214788429e9d09c060cca10971f_phase1,2,3,5.1
5f1baad30024a898e9f2115ac9b0c631_phase1,2,4,4.87
5f256b69a07a43f978b4_phase1,7,17,19.44
5f2fd870eb8a2325c0842dbd787574c3_phase1,1,2,4.29
5f54de51270d4c2d2747_phase1,4,8,12.54
5f59050155c3159c2185_phase1,3,6,10.53
5f9f2c05c5e3dc6b31d8_phase1,3,7,9.65
6000407_phase1,2,6,7.37
6003874_phase1,2,6,6.06
6005981_phase1,5,11,10.69
600fa8852b4741fb2bb1_phase1,4,5,13.63
6019350_phase1,3,9,8.14
6021768_phase1,2,5,3.57
6027183_phase1,3,4,9.93
6027504_phase1,10,13,19.4
6033364_phase1,6,8,12.37
6038174_phase1,6,9,15.16
603819_phase1,2,9,6.89
6038468_phase1,5,9,13.27
6040840_phase1,2,8,6.54
6044677_phase1,6,5,12.33
6049584_phase1,3,17,8.31
6055795_phase1,3,3,9.41
6065887_phase1,4,11,13.14
6069808_phase1,6,9,9.02
6074452_phase1,2,3,5.98
6078248_phase1,5,7,7.91
6085344_phase1,9,14,6.14
608595_phase1,2,5,6.01
6087798_phase1,7,12,15.82
6092292_phase1,3,6,8.72
6094449_phase1,2,3,9.49
6094977_phase1,5,37,12.87
6095e3cce3877881393a19659430ddf0_phase1,8,9,15.16
6097195_phase1,2,42,8.11
6099960_phase1,6,10,22.38
60bacd65c89e5290f452_phase1,6,11,8.93
60e006b7642707c2e898_phase1,4,7,10.82
6102062_phase1,8,19,15.3
6103019_phase1,4,6,9.48
6105220_phase1,6,8,9.47
6113246_phase1,5,16,10.93
6118172_phase1,3,4,11.05
6145546_phase1,1,8,4.22
6146161_phase1,2,7,6.85
6146611_phase1,2,13,6.69
614fc39a78d028c9dce9_phase1,7,14,15.39
614fea74e9c67df0aae0_phase1,5,15,13.0
6152106_phase1,2,5,6.79
6156601_phase1,2,2,6.32
6162321_phase1,3,6,6.67
6165747_phase1,2,8,7.21
6168003_phase1,5,6,6.81
6175388_phase1,3,37,10.23
6179550_phase1,8,8,13.52
6194556_phase1,5,7,8.09
6194738_phase1,3,6,6.21
619473_phase1,7,11,17.25
61a82e7c920468325ea8_phase1,4,7,10.93
61dc4abed6186117f2a70b058a2b8d14_phase1,7,18,8.65
61f9226f7ea498abce36187ddaf51ed5_phase1,3,8,8.92
6201049_phase1,8,12,17.27
6202539_phase1,2,6,6.71
6206626_phase1,3,13,7.86
6229929_phase1,6,10,15.92
6230787_phase1,2,11,8.56
6258303_phase1,4,5,8.64
6260dd97a3e39eba9cd6_phase1,2,11,7.37
626356_phase1,4,9,9.95
6280390_phase1,2,8,5.62
62d629216e19906c53d3_phase1,3,5,8.72
6309113_phase1,2,3,6.69
630df68eb42d881755a3e30343252f74_phase1,2,4,7.17
6323931_phase1,2,3,7.18
6325830_phase1,2,5,7.31
6327611_phase1,2,5,4.18
632e39a9b4dda391fe54_phase1,2,5,7.43
6333547_phase1,4,5,9.57
6334787_phase1,4,7,8.48
6337361_phase1,4,8,7.43
6366854_phase1,7,15,13.79
6374514_phase1,2,4,5.45
638aca3fc4314290af59110d0602f86e_phase1,5,7,10.7
639576c25693ca4890457efa5f67d103_phase1,2,5,6.68
63e115cc0c79b4f6b8b3a6b797e485c7_phase1,2,4,4.43
6404683_phase1,4,8,10.21
6408165_phase1,5,11,10.07
6414599_phase1,3,9,5.37
641dc6b15155e600135d_phase1,6,11,14.26
642535b8baeaedb02a56_phase1,3,11,7.19
6426282_phase1,2,5,6.98
643f812a275a9e0c75048aab6988a92c_phase1,2,3,6.53
6453947_phase1,5,11,17.83
6454814_phase1,5,5,8.04
6462976_phase1,4,10,9.07
6463966_phase1,4,6,9.05
6467595_phase1,2,5,5.21
6471e364501e7c62a0c41d92fa6090bc_phase1,7,11,16.4
6472432_phase1,5,8,16.12
64821d31816bce595a4bbd98588b37f5_phase1,2,2,6.71
6483510_phase1,4,5,7.3
6499135_phase1,2,5,5.5
64cf037c55c0d42196762c0ccacc7380_phase1,9,38,19.95
6504557_phase1,2,8,6.72
6507189_phase1,5,6,12.03
6507cb95562f1db6df84_phase1,4,13,12.35
6509307_phase1,1,3,6.06
651080_phase1,1,7,3.87
651afb13d45e4c587f63_phase1,5,15,10.43
6530635_phase1,3,5,8.8
6532185_phase1,5,11,12.09
6532334_phase1,4,7,10.05
6536381_phase1,3,7,7.53
654157_phase1,5,13,11.4
6551668_phase1,8,15,16.94
65538_phase1,6,6,16.05
6553a21faade20f72e9f_phase1,2,5,7.17
6562886_phase1,3,10,8.84
6572592_phase1,3,1,5.48
6576933_phase1,4,8,9.2
6581415_phase1,6,11,15.61
659867_phase1,3,3,9.43
65fbce1860ef204ee908_phase1,4,9,13.42
6604662_phase1,3,5,6.05
6606487_phase1,8,11,17.43
660a9d578b5f0225e5f0_phase1,8,9,18.33
6622928_phase1,2,7,7.02
6623972_phase1,3,7,6.61
6625609_phase1,4,15,10.77
6627336_phase1,3,1,6.76
6637377_phase1,5,5,3.77
6649639_phase1,4,6,12.15
667150e96fdc2d53fd11_phase1,5,11,8.91
667919_phase1,2,3,1.34
6679768_phase1,2,6,7.04
667c5554e5d9d9a25ae6_phase1,3,10,8.4
667e61d2f101f2f04542_phase1,2,6,5.78
6680676_phase1,2,6,12.83
668791_phase1,3,4,5.42
6691093_phase1,3,7,8.9
6695625_phase1,4,22,11.85
66ed98cf3fc2b161df47c0c08954dc62_phase1,5,15,17.81
66f1569ebb0d878748fe_phase1,3,6,7.57
67044_phase1,2,8,11.3
6714b632c92d8967fd3c_phase1,8,84,22.5
6718314_phase1,5,9,9.41
6719172_phase1,9,16,20.21
672229_phase1,5,8,10.76
6754465_phase1,2,6,6.16
6770178_phase1,5,6,10.58
6771295_phase1,3,3,6.5
6776391_phase1,2,6,4.54
6799568_phase1,3,12,12.91
67bdd4bd8c26e2178579_phase1,1,3,3.58
67c14af0d5afaae5b18c_phase1,2,4,10.25
67c7a6d77a6da0a56329_phase1,2,4,5.01
67effa81dd1cd5a488b4_phase1,2,5,6.88
6808772_phase1,4,6,9.09
6815711_phase1,2,5,6.1
6838974_phase1,2,5,7.39
6843565_phase1,1,9,5.45
6856389_phase1,2,4,5.53
6869344_phase1,5,3,13.37
6874944_phase1,2,4,3.22
6874ff814ab7f2530b2a_phase1,5,12,10.29
6893b83409ae4575e2bd_phase1,2,2,6.92
689f4a38bc6cb9a7adc0_phase1,2,2,6.33
6901429_phase1,4,6,13.04
691e97ce22f7cd43d6a9d54305344587_phase1,2,5,7.13
6947661_phase1,2,3,5.75
6957826_phase1,4,3,1.45
6958459_phase1,3,4,7.97
6987693_phase1,2,2,4.53
6993747_phase1,2,2,3.58
69aae99be6f6acfadf2073817c2f61b0_phase1,2,5,6.46
69aec1259131b5619fb7_phase1,1,38,5.01
69b8e351dac87f4c3f5b440632727fdb_phase1,6,4,11.58
69da10ec6f22c6d7b92deefdb4a4f475_phase1,4,8,11.82
69dfe7943b076f0d79db_phase1,3,9,10.49
69f4acd1fc094c66ba73_phase1,2,4,4.8
6a01cbe55657121a1f3d_phase1,7,14,12.86
6a9e5ef2921c0214eeeb_phase1,5,13,11.28
6aa898d22e74aa9dafc3_phase1,3,8,8.53
6af3dd8894ec4255a63f_phase1,7,23,18.13
6af6a8478561aa8a0121_phase1,4,6,9.89
6b2273d7e332f29193d0_phase1,5,10,8.92
6b2944d74ec9dd229938_phase1,2,4,4.67
6b93a8028f4dc40cab49_phase1,4,5,10.37
6b9bae1310f2ee6b47ba3663bdcb1ded_phase1,7,12,15.59
6bb9ddb5d904b7275c62_phase1,8,11,14.25
6c168b0c36ca3b23cacc_phase1,6,6,11.6
6c78e65f4b78adfa3766_phase1,6,13,14.31
6ca93b8309f05055c6a3_phase1,4,8,10.72
6cd16631253eed21f37f_phase1,2,5,7.57
6d459a8c2ae945808d69_phase1,5,15,9.21
6d6bb834d48b9664b38d_phase1,2,2,6.12
6d7c78ea329d4e9e1217_phase1,2,4,6.61
6d94b7d06f7ed9d8bfc4985b094bf6d4_phase1,3,5,7.08
6da9a7c1e03912fde62e_phase1,13,21,10.93
6e1016cc188104d123676ccef3264981_phase1,5,7,11.33
6e20dba959277bd9af77_phase1,6,12,17.66
6e41e8512c17eae5da50aebef3378a4c_phase1,7,13,16.56
6e56d947ceaacdebb7fd3a88ed89cb6c_phase1,2,3,5.63
6f490f3a0e082ae6592a630bd7abe588_phase1,3,7,8.23
6ffa8fb7756c16798b2a_phase1,2,3,5.18
7002279_phase1,4,10,10.29
7002396_phase1,3,7,7.57
7003083_phase1,4,6,7.49
700554_phase1,4,4,9.42
701416_phase1,2,3,7.31
7015554_phase1,2,3,5.54
701904_phase1,10,11,20.17
7019296a9a9ad74e44f0_phase1,2,4,8.12
7020937_phase1,5,14,12.39
7025496_phase1,3,8,9.21
7026954_phase1,5,11,10.15
702a848ba0a7a64b139985f5cad885f0_phase1,2,5,6.51
702d05be879fa5a23d2b_phase1,5,16,14.85
7030355_phase1,10,11,6.86
704add465613d5ca0d53_phase1,4,6,9.02
706573_phase1,3,3,6.23
7065820_phase1,5,9,11.11
7079332cab038da1394d_phase1,5,6,9.85
7088662_phase1,3,10,9.08
7091940_phase1,2,5,7.6
709384_phase1,1,6,4.67
709890_phase1,6,8,13.84
70df4922fec74ea87405b83840b45d57_phase1,3,3,8.03
70e5fefe128214b7d2a1_phase1,6,7,11.43
70ed63ee8992c401a9dd_phase1,5,18,4.36
7103585_phase1,2,7,9.47
710480_phase1,1,3,3.8
71152286b0a8826249fe_phase1,5,7,10.75
712c270355b6c2642600_phase1,2,7,6.77
7131838_phase1,3,6,9.28
7131909_phase1,4,5,11.31
715284_phase1,2,5,6.4
7157510_phase1,3,10,8.57
716261_phase1,2,2,6.2
7183354_phase1,2,3,4.75
7191601fd58bb37a9efd_phase1,7,12,6.85
719502_phase1,4,4,7.5
719fc5e3a21dd2779d9fe69bf41e6ba6_phase1,5,5,10.53
71b14c4beab12998b6d1_phase1,5,8,10.94
71eda2aab0ee32d19b01_phase1,5,12,9.49
7226559_phase1,2,5,6.77
7228939_phase1,3,8,8.97
7230348_phase1,2,3,6.38
7234995_phase1,2,3,5.08
7236266_phase1,3,5,7.78
723736_phase1,2,4,6.38
723a39071659bb763cff_phase1,1,7,4.37
7247d72f97e6bfbf97809da5922f0e14_phase1,10,11,24.42
7270594_phase1,4,8,8.19
7275456_phase1,2,2,6.03
7282002_phase1,4,7,14.09
7282822_phase1,2,7,4.97
7285154_phase1,4,7,8.9
72b2f24b6d2ff6ffde1597f1ca2dea3f_phase1,6,7,15.63
72c7938230537b4f8a4c_phase1,3,7,6.58
72e709ba8a3a7c6affa1_phase1,6,14,10.61
72e72417af260ac17bb0d878e9ea1f52_phase1,4,5,11.06
7301722_phase1,3,6,9.45
7304099_phase1,2,3,6.21
730765_phase1,2,6,5.61
7310160_phase1,6,7,13.8
732873_phase1,2,5,6.04
7344542_phase1,3,6,8.23
735379e9c853171713ca_phase1,5,12,10.19
735556_phase1,3,7,6.52
7365980_phase1,4,6,9.15
736778_phase1,3,7,4.15
738156_phase1,6,9,16.09
738fa2eedd9666b78404ed1751336f56_phase1,3,4,5.52
7398239_phase1,12,16,25.97
73a523f0cdbc978c148d1cd9e9d5f0be_phase1,3,21,9.88
73c9565719d124af64ff_phase1,4,6,10.49
73efaccda6025883fc66_phase1,6,11,11.82
742160_phase1,2,5,4.97
7428185_phase1,5,9,11.29
7434f7431d1cc0350dbe_phase1,5,11,12.01
7443646_phase1,4,9,9.4
744413_phase1,8,16,17.53
744700_phase1,4,10,8.31
7447067_phase1,3,11,9.54
745868fb26102298e837_phase1,5,12,9.07
7466823_phase1,2,5,6.98
7495576_phase1,3,4,7.94
749788_phase1,8,22,2.94
749857_phase1,6,12,12.09
74e556cd8a7814a5270079f94950957f_phase1,5,6,12.84
7524815_phase1,6,8,11.18
7535869_phase1,2,6,6.51
7540117_phase1,9,18,19.04
754329_phase1,3,6,12.39
7543724_phase1,3,9,9.31
75483d51641a0c03bf7c_phase1,3,8,9.1
7551089_phase1,3,3,5.72
755524_phase1,2,4,5.55
756b1d8df2d1487497d29b90e81f8068_phase1,6,9,6.67
756c86fdad219867c0f4_phase1,4,7,11.49
7571752_phase1,7,7,13.43
757191_phase1,3,5,6.61
7578539_phase1,3,14,9.92
7622246_phase1,5,8,11.54
7634c596fe7669a54321_phase1,6,9,11.38
7639387_phase1,3,7,8.68
764746_phase1,2,6,5.56
7652081_phase1,6,6,10.84
7653403_phase1,2,3,3.73
7669374_phase1,7,16,12.87
7671688_phase1,1,11,11.3
7680498_phase1,4,4,9.32
7681066_phase1,3,4,8.47
76877c8f262de24becc081ad96759730_phase1,11,14,22.64
7689218_phase1,4,13,7.52
7692685_phase1,2,5,5.67
769687_phase1,1,8,4.51
7698491_phase1,6,11,8.58
76fa64ee8380763871ab_phase1,2,6,5.12
7703144_phase1,2,5,7.16
7704036_phase1,3,4,12.99
7704845_phase1,2,4,6.6
771052_phase1,6,7,15.97
771426542eb36afeb56ce8b163560a4c_phase1,4,16,9.89
7716005_phase1,5,7,13.06
7719245_phase1,2,5,5.86
7719991351343a92aa7b654d2b36c8db_phase1,9,15,16.06
771dabe22b34d59728bddcf87b26cf54_phase1,8,11,20.76
7720207_phase1,2,4,6.3
7752095_phase1,5,6,11.3
778260a1f0553575be99_phase1,3,8,10.79
7785749_phase1,5,8,12.35
7793e2058c5c9dacb5212c0ac0b18a8a_phase1,4,3,10.22
77a1a4d5506258f3dc1f_phase1,4,7,10.74
77a4640bb5fcd1e7f038_phase1,4,8,12.01
77d02d8f2f09e27de08b_phase1,9,22,18.08
780003_phase1,2,2,1.94
780263_phase1,3,3,9.58
780379_phase1,8,13,6.64
7804540_phase1,4,10,9.65
7805193_phase1,6,3,4.67
7808564_phase1,3,7,6.82
7812916_phase1,2,2,1.51
781411170d36adb3197cba86b8653136_phase1,2,19,6.13
7814472_phase1,3,5,9.83
781740_phase1,2,4,6.69
7820246_phase1,3,25,8.85
783810_phase1,2,5,6.89
783993_phase1,3,7,6.89
7854404_phase1,2,4,6.26
7870550_phase1,10,15,19.12
7872ef0d472a1a2c037736af21b30cfe_phase1,5,11,12.8
7880c101557297beeccda05978aeb278_phase1,3,5,6.75
78e41a5065136e41bccbffdaab108492_phase1,5,7,11.3
790687_phase1,2,5,6.93
790721_phase1,4,3,8.74
7923781_phase1,1,3,3.35
792634_phase1,7,9,4.86
793f7ddfc2393ffd0418_phase1,3,5,7.54
79405fa0f930e41544b584c4d7864611_phase1,2,8,7.27
794424_phase1,5,14,9.87
7946246_phase1,4,39,11.16
7946961_phase1,3,5,9.06
7948151_phase1,2,5,7.33
795180_phase1,4,7,9.92
7955963_phase1,6,8,8.27
7956216_phase1,3,5,5.07
795cc1fd6d0c9069b20204cbd133e36b_phase1,2,17,7.12
7964172_phase1,3,9,7.0
7977492_phase1,7,18,11.38
7977513_phase1,8,14,15.37
79b418a25b374804701069f31b39606c_phase1,2,5,8.26
79d38da49cb4f4a511d74d780e53743a_phase1,3,8,6.72
79f9bfb5a7e767b4b756ff1c7dc04eaa_phase1,2,6,7.11
7a3fc9739b7778f6673a458605e18963_phase1,5,8,6.7
7a41da7aabb8455d0898db362335e139_phase1,7,13,9.76
7a56a1253355c0f4442d_phase1,4,8,10.95
7a9e046470dcf05420d4cdc2b2defd79_phase1,2,6,6.95
7ad3a91b1b49fe2682d7_phase1,3,2,5.39
7adc87d2c4fde941cea6_phase1,5,10,6.8
7ade9bbe4cb46e3cc1b8_phase1,4,14,11.26
7aea60f80f6aa9b79cc9509b633557c9_phase1,5,7,10.27
7b2161871953f0c12615_phase1,1,0,4.51
7b4a8e2f1fbfd70b4aaea5d205cb35eb_phase1,2,9,5.88
7b64238424175742a8a1_phase1,5,11,15.53
7b75093ec0d5ecc8d95e_phase1,5,7,11.48
7b96bba85ed81aba864a_phase1,3,8,6.68
7bd4e4bd0a00ac9076986148afc06507_phase1,5,12,10.03
7c24802dd9c5e15870b4b56e22135c96_phase1,3,7,7.03
7c2ec1cd01ada79b45fc9a6323934181_phase1,5,15,15.02
7c3070bc1c2766633b8ff1d4d51089cf_phase1,2,3,4.05
7c395aa3634b2f2a0cb4_phase1,2,5,3.75
7c3d01ad13b0e7e5985a_phase1,5,9,10.52
7c87c10921f0ed0c4f7641b4e14f2071_phase1,3,14,5.78
7ccd43b1f2f79f1bb23c70920f75cec4_phase1,10,31,24.68
7cd166e311992a828675_phase1,2,7,6.64
7ceb3e7ef239e282a9d2_phase1,3,5,6.1
7dc87b8d1dc16b025e7019113cc2de93_phase1,4,5,9.14
7e173302952b210aeaf3_phase1,2,5,7.4
7e3d537b94c30c782d1b50b712ea79a6_phase1,5,6,8.86
7e9499ba7e436535fd94_phase1,2,0,1.77
7eb39b44eb9e16e59632d25fb3119975_phase1,7,15,9.84
7ec5bf797308279dc587_phase1,3,17,8.68
7eca8b9f0ff5b3bfb742_phase1,3,3,6.84
7ef2ef722e4520fba09c9f4d83ecc453_phase1,2,3,6.83
7f1737a750d8246d325e_phase1,16,7,15.18
7f3ab982eb65900c5159_phase1,2,2,5.62
7f46e790c9e342d75dcbd9b1deb9d940_phase1,3,8,8.3
7f4e44a42b8e1f457f77_phase1,3,7,7.5
7f73238f55b7158b6852_phase1,3,7,7.75
7f79c85c8883268660bd_phase1,2,4,5.46
7f9422fc8372b7c4b1a2_phase1,2,9,7.59
7fd265e5419efe71477ca560801d0130_phase1,3,4,8.73
7fd4c975883074a99864_phase1,2,2,5.09
801265_phase1,4,5,9.69
8035611_phase1,5,5,10.21
8036995_phase1,3,6,8.57
8054226_phase1,2,16,6.14
805439_phase1,9,14,25.71
8069261_phase1,7,13,14.72
8074321_phase1,3,8,10.05
8086892_phase1,3,4,8.0
809420_phase1,1,1,3.72
8096192_phase1,4,6,10.6
809693_phase1,3,4,8.61
809867d7110acbde87af_phase1,4,7,8.93
809993_phase1,4,9,8.17
80b4b93baa5b33ed25e1823d3494f0a8_phase1,7,11,17.12
8112114_phase1,4,10,9.03
81299cd171a60a071343_phase1,4,4,6.58
813813_phase1,3,9,7.65
814599_phase1,3,3,8.05
8149412_phase1,5,9,10.47
816134462577399ee8b2_phase1,3,7,9.23
81635e6cbc933b7e8862_phase1,6,8,13.44
816927d8d8d2d7d8afb0_phase1,4,5,10.26
8169809_phase1,6,8,13.34
8171599_phase1,2,3,5.66
8172807_phase1,3,4,6.58
8179471_phase1,3,9,5.75
817977_phase1,3,3,7.43
817a70706587da3bd862835c59ef584e_phase1,7,10,16.8
8183993_phase1,3,6,13.42
8184301_phase1,5,11,11.89
8185b3dcf08ec728fb22b99016dd533f_phase1,2,5,6.86
8209b67ff556cb18651d_phase1,6,12,9.12
8219574_phase1,8,9,21.25
822643_phase1,2,5,6.82
8232376_phase1,4,6,8.23
824628_phase1,8,14,20.97
8248457_phase1,2,5,15.76
8249238_phase1,13,2,3.93
8249328_phase1,3,5,7.54
825970_phase1,13,39,21.09
826218_phase1,5,4,7.56
8263132_phase1,1,4,4.54
827988_phase1,2,3,6.32
828099_phase1,2,3,7.68
8285428_phase1,3,10,6.2
8289612_phase1,2,5,10.31
82d3bb091d45b59c1d7674727b1292a7_phase1,3,7,6.2
82f7b21509a69a0d70e18f2e4ddf5ed9_phase1,4,4,9.96
831611_phase1,4,9,11.87
8321212_phase1,4,7,8.31
833151_phase1,5,6,10.64
8336771_phase1,2,3,5.14
835062_phase1,6,8,13.3
835821d98f325225e81352ea828cf521_phase1,3,3,5.59
835979_phase1,8,11,11.3
835cda68ddd9c5416defce876a4d7dd9_phase1,7,11,13.18
8364262_phase1,5,9,17.0
8372494_phase1,4,6,8.12
837538_phase1,2,3,5.58
8378209d6cf5f073087b3c2b9814acec_phase1,3,9,8.11
8383050_phase1,2,3,3.99
839f6a3534002a6a29d819666a28bf5e_phase1,8,4,5.58
83a39d9328788372677a_phase1,5,17,11.36
83b56c3e76c28f88e9ea_phase1,3,5,7.19
83e4136803ca67b4955a_phase1,4,6,9.35
83f3cd8f44208a1856ce_phase1,3,4,7.34
83ff717d87c2559cc6e3_phase1,5,7,11.8
8403108_phase1,2,2,4.54
841006_phase1,3,9,8.2
8412843_phase1,3,3,6.84
8414494_phase1,2,5,6.09
8420193_phase1,8,14,18.04
8427853_phase1,6,16,2.9
8428798_phase1,2,4,7.45
844388_phase1,2,5,6.01
8444323_phase1,4,8,9.27
8447221_phase1,7,9,12.1
844aab52fcff6b1c652a_phase1,2,4,5.83
8450931_phase1,2,5,7.28
8458501_phase1,3,6,7.55
8460004_phase1,3,5,9.58
8464000_phase1,4,18,23.77
846545_phase1,6,6,6.61
8470123_phase1,2,11,9.94
8477219_phase1,3,4,4.61
8481824_phase1,3,6,10.24
848913_phase1,3,6,6.47
8497c831c0a37ec4060b_phase1,2,5,6.52
850437_phase1,3,5,7.35
85098ded28a6e472fa7d4c5b0afd5d3e_phase1,9,69,21.69
850ab7372d51005fdfd7_phase1,4,17,9.12
8513270_phase1,9,12,14.87
8543933_phase1,5,12,11.39
8555125_phase1,3,0,6.06
8555297_phase1,3,5,3.86
855680_phase1,5,6,11.36
8577232_phase1,11,21,18.85
8585400_phase1,5,5,12.03
8588668_phase1,2,6,4.54
859473_phase1,2,24,5.37
85a3eab09fefbb3bee5d_phase1,3,9,8.36
85ab1cfc3f733165e4b9_phase1,2,4,6.5
85c2ea78ba8de11cdaa14c75e740d633_phase1,2,3,4.69
8601bfad4ad512ff9d6d46d1ba0fbcca_phase1,3,6,7.06
8616550_phase1,9,11,20.55
8617378_phase1,2,2,7.5
8621775_phase1,3,4,7.14
8638475_phase1,6,6,10.76
8659759_phase1,5,8,11.41
8662660_phase1,3,8,10.19
8663d3bbfd586bffecf6a0094cd116f2_phase1,4,0,13.92
8664457_phase1,8,11,16.36
8668000_phase1,3,8,6.7
867589_phase1,13,14,12.9
867684_phase1,5,10,9.15
8678538_phase1,2,9,7.23
8683457_phase1,2,5,6.04
8684968ebacb5522c86a_phase1,4,11,11.01
868b1057d9c0b72a57b809a67ad6e4cc_phase1,2,6,6.28
8691435_phase1,1,0,8.86
86b60a7723b97da19f7bfa3cb7d2690e_phase1,4,14,6.91
86b74ae47719a27bbb25_phase1,2,4,6.19
8715089_phase1,7,7,15.06
871567_phase1,2,3,4.93
872145_phase1,3,9,10.01
8722026_phase1,2,3,4.53
874808_phase1,3,8,5.8
8752582_phase1,3,7,7.67
876324_phase1,4,5,9.89
876425_phase1,4,6,9.49
8792346_phase1,2,2,5.93
87e9a3e0539ce268222d1d597864c098_phase1,3,6,7.94
8803860_phase1,5,18,14.26
8807124_phase1,22,121,22.34
880901_phase1,4,6,9.22
8814190_phase1,5,7,13.88
8818209_phase1,5,6,11.04
881cd3e0f8836121226a04efb9e2ae18_phase1,3,6,7.71
8831412_phase1,2,3,7.12
8832970_phase1,3,5,6.6
8838751_phase1,2,2,5.73
883b3b4a51b0db7d0e0d_phase1,5,6,9.15
8846206_phase1,3,4,11.44
8851078_phase1,3,5,7.88
885932_phase1,2,8,5.63
8866ff9fd30930c85779c821f277cf58_phase1,4,11,4.81
8877450_phase1,2,3,5.84
8883307_phase1,6,16,13.08
889692_phase1,2,2,4.63
88d0ebab5ace81201f04_phase1,3,3,8.19
890640_phase1,3,12,10.28
8907544_phase1,6,19,10.84
891080_phase1,2,3,4.29
8916745_phase1,6,10,12.71
8917867_phase1,2,8,6.1
893580_phase1,2,3,1.48
893b63390160e33ddb3c_phase1,8,16,12.58
8949577_phase1,3,8,7.26
8951985_phase1,5,6,12.75
8957990_phase1,4,4,7.85
896603_phase1,4,9,8.48
8969259_phase1,9,17,18.27
8973947_phase1,2,5,6.47
8974ac739d1ac9f60423_phase1,3,9,6.65
8982669_phase1,5,5,6.13
8983536_phase1,3,14,6.38
899524_phase1,7,15,14.5
8a0f820261926e2f41cc_phase1,2,5,7.16
8a16c8e30c954aec014d_phase1,4,11,13.24
8a8095721ee81d49f16c_phase1,4,12,8.93
8abc96b010820970f304_phase1,5,8,5.3
8abd37bf2d60cce6e01d_phase1,2,4,7.66
8abe1d2f62400f87958d_phase1,3,4,7.64
8ac8be9010ebfa59c599d7915e9a7a47_phase1,3,15,10.32
8ad859f30438f3be149fe9751391d037_phase1,4,24,11.94
8af030b2dd654273c5bc_phase1,2,5,7.93
8b100c205b8c35b3c8ce_phase1,3,6,8.27
8b1502a49d8b20a6ae70_phase1,5,8,8.01
8b1b456ec95d95c77d42_phase1,2,10,7.98
8b6f09310a847e0a7aed_phase1,2,3,6.43
8b799c0345eaba56cc8c_phase1,3,5,9.62
8bb867dc631433c01fd0_phase1,3,4,5.67
8bbcc202a915e965c6a6d4f561d0e482_phase1,6,16,18.37
8bc573bb3a970b1c214d_phase1,2,3,6.08
8be20f6256f9fd474c05_phase1,11,14,22.15
8c6446457bcabf6e8e868e8717426ff4_phase1,4,5,10.88
8c9644f9666d60cad37b_phase1,3,4,6.71
8cb3aa12e73a6df8d6b6_phase1,5,7,17.86
8ce64008710128f3a076_phase1,2,5,11.53
8cebde204781b7d27c90_phase1,2,6,5.41
8d1a9b14d4e9a9080ab4752608c2de61_phase1,9,12,18.69
8d36bc7ab765ee601403e90d1d2f303f_phase1,2,7,5.87
8e2cf809155062082c838f7346e45fe8_phase1,5,22,9.41
8e4b396a1c8a1f3f80d0_phase1,2,5,6.05
